KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
bkiThrusterDirectional,Smaller thruster unit for secondary propulsion,,,,,,,,Меньший двигатель для создания дополнительной тяги,,,,,,,,
bkiTruss,Light building block,,,,,,,,Легкий строительный блок,,,,,,,,
bkiVentilator,"Device used for pressurizing your structure. Needs an oxygen tank to operate. IMPORTANT: If you deactivate a ventilator manually, oxygen will be lost.",,,,,,,,Устройство используется для снабжения кислородом помещений. Внимание! Если вы выключите его вручную - кислород будет потерян.,,,,,,,,
bkiWaterGenerator,Extracts water from natural water sources. Must be placed in water or snow.,,,,,,,,Создает чистую воду из естественных источников воды. Должен быть размещен в воде.,,,,,,,,
AlienPalmTreeStage1,Firepalm Orange - Sprout,,,,,,,,Космические апельсины - росток,,,,,,,,
AlienPalmTreeStage2,Firepalm Orange - Growing,,,,,,,,Космические апельсины - рост,,,,,,,,
AlienPalmTreeStage3,Firepalm Orange - Harvestable,,,,,,,,Космические апельсины - созревшие,,,,,,,,
AlienPalmTreeStage3NoFruit,Firepalm Orange - Pre-Harvest,,,,,,,,Космические апельсины - созревание,,,,,,,,
AlienplantWormStage1,Ambersap Tendril - Sprout,,,,,,,,Инопланетный мед - росток,,,,,,,,
AlienplantWormStage2,Ambersap Tendril - Growing,,,,,,,,Инопланетный мед - рост,,,,,,,,
AlienplantWormStage3,Ambersap Tendril - Harvestable,,,,,,,,Инопланетный мед - созревший,,,,,,,,
AlienplantWormStage3Harvested,Ambersap Tendril - Pre-Harvest,,,,,,,,Инопланетный мед - созревание,,,,,,,,
PearthingStage1,Bellfruit - Sprout,,,,,,,,Пирфинг - росток,,,,,,,,
PearthingStage2,Bellfruit - Growing 1,,,,,,,,Пирфинг - рост 1,,,,,,,,
PearthingStage3,Bellfruit - Growing 2,,,,,,,,Пирфинг - рост 2,,,,,,,,
PearthingStage4,Bellfruit - Harvestable,,,,,,,,Пирфинг - созревший,,,,,,,,
PearthingStage4NoFruit,Bellfruit - Pre-Harvest,,,,,,,,Пирфинг - созревание,,,,,,,,
SnakeweedStage1,Akuan Furze - Sprout,,,,,,,,Мочальник - росток,,,,,,,,
SnakeweedStage2,Akuan Furze - Growing,,,,,,,,Мочальник - рост,,,,,,,,
SnakeweedStage3,Akuan Furze - Harvestable,,,,,,,,Мочальник - созревшее,,,,,,,,
btnLetsGo,Proceed,,,,,,,,Поехали!,,,,,,,,
AlienParts01,Biological Specimen,,,,,,,,Инопланетная плазма ZR1,,,,,,,,
AlienParts02,Alien Parts,,,,,,,,Части инопланетянина,,,,,,,,
AlienParts03,Medicinal Growth,,,,,,,,Инопланетная плазма T6,,,,,,,,
CapacitorComponent,High-Output Capacitor,,,,,,,,Конденсатор,,,,,,,,
EnergyCell,Fuel Cell,,,,,,,,Топливная ячейка (прометий),,,,,,,,
EnergyCellHydrogen,Hydrogen Fuel Cell,,,,,,,,Топливная ячейка (водород),,,,,,,,
EnergyCellLarge,Dual Fuel Cell,,,,,,,,Большая топливная ячейка (прометий),,,,,,,,
FusionCell,Promethium Hydrocell,,,,,,,,Энергоячейка,,,,,,,,
GlassPlate,Glass Plate,,,,,,,,Стеклянная панель,,,,,,,,
GoldCoins,Gold Coins,,,,,,,,Золотые монеты,,,,,,,,
GoldIngot,Gold Ingot,,,,,,,,Золотой слиток,,,,,,,,
Ham,Ham,,,,,,,,Окорок,,,,,,,,
HeavyWeaponKit,Heavy Weapon Upgrade Kit,,,,,,,,Набор улучшения - Тяжелое вооружение,,,,,,,,
IronIngot,Iron Ingot,,,,,,,,Железный слиток,,,,,,,,
LaserKit,Laser Upgrade Kit,,,,,,,,Набор улучшения - Лазер,,,,,,,,
MagnesiumPowder,Magnesium Powder,,,,,,,,Порошок магния,,,,,,,,
MeatBurger,Cheeseburger,,,,,,,,Мясной бургер,,,,,,,,
MoneyCard,Money Card,,,,,,,,Банковская карта,,,,,,,,
Motor,Motor,,,,,,,,Мотор,,,,,,,,
PistolKit,Pistol Upgrade Kit,,,,,,,,Набор улучшения - Пистолет,,,,,,,,
Pizza,Pizza,,,,,,,,Пицца,,,,,,,,
PowerCoil,Power Coil,,,,,,,,Трансформатор,,,,,,,,
PumpkinCookie,Pumpkin Cookie,,,,,,,,Тыквенное печенье,,,,,,,,
RadiationPills,Anti-Radiation Pills,,,,,,,,Таблетки от радиации,,,,,,,,
WoodLogs,Wood Logs,,,,,,,,Бревна,,,,,,,,
WoodPlanks,Wooden Planks,,,,,,,,Доски,,,,,,,,
cpgCore,Core Systems,,,,,,,,Ядро,,,,,,,,
cpgGrowingLight,Hydroponics,,,,,,,,Лампа для растений,,,,,,,,
cpgMedic,Medical,,,,,,,,Медицина,,,,,,,,
PromethiumStone,Promethium Crystal,,,,,,,,Прометиевый камень,,,,,,,,
DroneLargeAttackBase,Siege Drone Gunship,,,,,,,,Основной штурмовой дрон (большой),,,,,,,,
DroneLargeSlow01Minigun,Minigun Drone Gunship,,,,,,,,Большой дрон (пулемет),,,,,,,,
DroneLargeSlow01Plasma,Plasma Drone Gunship,,,,,,,,Большой дрон (плазма),,,,,,,,
DroneLargeSlow02Cannon,Cannon Gunship,,,,,,,,Большой дрон (пушка),,,,,,,,
DroneLargeSlow02Minigun,Dual Minigun Gunship,,,,,,,,Большой дрон (двойной пулемет),,,,,,,,
DroneLargeSlowGardian,Gunship,,,,,,,,Тяжелый дрон,,,,,,,,
DroneSmallAttackBase,Siege Drone,,,,,,,,Основной штурмовой дрон (малый),,,,,,,,
DroneSmallFast01Minigun,Minigun Aerodrone,,,,,,,,Дрон (пулемет),,,,,,,,
DroneSmallFast01Plasma,Plasma Drone,,,,,,,,Дрон (плазма),,,,,,,,
DroneSmallFast01Rocket,Rocket Aerodrone,,,,,,,,Дрон (ракеты),,,,,,,,
DroneSmallSlow01Cannon,Cannon Drone,,,,,,,,Дрон (пушка),,,,,,,,
DroneSmallSlow01Minigun,Minigun Aerodrone,,,,,,,,Дрон (пулемет),,,,,,,,
DroneSmallSlow02Minigun,Dual Minigun Aerodrone,,,,,,,,Дрон (двойной пулемет),,,,,,,,
DroneTroopsTransport,Troop Transport,,,,,,,,Десантный транспорт,,,,,,,,
DroneTroopsTransport01,Troop Transport,,,,,,,,Десантный транспорт,,,,,,,,
EnemyDroneV2Minigun,Gatling Gunship,,,,,,,,Большой дрон (пулемет),,,,,,,,
EnemyDroneV2Plasma,Plasma Gunship,,,,,,,,Большой дрон (плазма),,,,,,,,
SpaceDroneLaser,Interceptor,,,,,,,,Космический дрон (лазер),,,,,,,,
SpaceDronePlasma,Interdictor,,,,,,,,Космический дрон (плазма),,,,,,,,
AlienBug01,Leafcutter Insect,,,,,,,,Инопланетное насекомое,,,,,,,,
AlienBug02,Nyxiss Scorpion,,,,,,,,Инопланетный скорпион,,,,,,,,
AlienBug03,Wraithworm Queen,,,,,,,,Инопланетный жук,,,,,,,,
AlienBug04,Sandsiphon,,,,,,,,Инопланетный червь,,,,,,,,
ArmoredGolem,Armored Gigas,,,,,,,,Бронированный голем,,,,,,,,
AssaultCyborg,Combat Android,,,,,,,,Штурмовой Андроид,,,,,,,,
CaveWormGreen,Argos Minor,,,,,,,,Арахнид,,,,,,,,
CaveWormGrey,Argos Major,,,,,,,,Арахнид,,,,,,,,
CaveWormGreyGroup,Argos Major,,,,,,,,Арахнид,,,,,,,,
CaveWormGreyLeader,Argos Major Rex,,,,,,,,Арахнид - лидер,,,,,,,,
CaveWormWhite,Argos Major,,,,,,,,Арахнид,,,,,,,,
GolemDesert,Desert Gigas,,,,,,,,Пустынный голем,,,,,,,,
GolemIce,Ice Gigas,,,,,,,,Ледяной голем,,,,,,,,
GolemSwamp,Swamp Gigas,,,,,,,,Болотный голем,,,,,,,,
LizardMule,Moularidon,,,,,,,,Мулоящер,,,,,,,,
LizardMuleBaby,Baby Moularidon,,,,,,,,Детеныш мулоящера,,,,,,,,
LizardMuleGroup,Moularidon,,,,,,,,Мулоящер,,,,,,,,
LizardMuleLeader,Moularidon Alpha,,,,,,,,Мулоящер - лидер,,,,,,,,
MegalonopsBrown,Megalonops,,,,,,,,Динозавр,,,,,,,,
MegalonopsGreen,Megalonops,,,,,,,,Динозавр,,,,,,,,
MegalonopsGrey,Megalonops,,,,,,,,Динозавр,,,,,,,,
Otyugh,Ignidon,,,,,,,,Отук,,,,,,,,
ParasaurBaby,Baby Parasaur,,,,,,,,Детеныш паразавра,,,,,,,,
ParasaurGroup,Parasaur,,,,,,,,Паразавр,,,,,,,,
ParasaurLeader,Parasaur Alpha,,,,,,,,Паразавр - лидер,,,,,,,,
PlantMonster,Plant Monster,,,,,,,,Растительный монстр,,,,,,,,
Raptor,Androraptor,,,,,,,,Раптор,,,,,,,,
RaptorGroup,Androraptor,,,,,,,,Раптор,,,,,,,,
RaptorLeader,Androraptor Alpha,,,,,,,,Раптор - лидер,,,,,,,,
RaptorNight,Androraptor,,,,,,,,Агрессивный динозавр,,,,,,,,
Slime,Androzoa,,,,,,,,Слизень,,,,,,,,
Spider01,Erebus Spider,,,,,,,,Паук,,,,,,,,
Spider02,Charon Spider,,,,,,,,Паук,,,,,,,,
Spider03,Pluton Spider,,,,,,,,Паук,,,,,,,,
Spinosaurus,Spinosaurus,,,,,,,,Динозавр,,,,,,,,
Triceratops,Triceratops,,,,,,,,Динозавр,,,,,,,,
TriceratopsBaby,Baby Triceratops,,,,,,,,Детеныш динозавра,,,,,,,,
TurretRobot,Combat Mechanoid,,,,,,,,Боевой механоид,,,,,,,,
WormDesert,Sandworm,,,,,,,,Пустынный червь,,,,,,,,
WormDesertGroup,Sandworm,,,,,,,,Пустынный червь,,,,,,,,
WormDesertLarge,Greater Sandworm,,,,,,,,Пустынный червь (большой),,,,,,,,
WormDesertLargeGroup,Greater Sandworm,,,,,,,,Пустынный червь (большой),,,,,,,,
WormDesertLargeLeader,Greater Sandworm Alpha,,,,,,,,Пустынный червь лидер (большой),,,,,,,,
WormDesertLeader,Sandworm Alpha,,,,,,,,Пустынный червь - лидер,,,,,,,,
ZiraxLaser,Laser Zirax,,,,,,,,Зиракс (лазер),,,,,,,,
ZiraxMale,Flamethrower Zirax,,,,,,,,Зиракс (пулемет),,,,,,,,
ZiraxRocket,Rocket Zirax,,,,,,,,Зиракс (ракетница),,,,,,,,
ZiraxShotgun,Shotgun Zirax,,,,,,,,Зиракс (дробовик),,,,,,,,
igmDroneBaseAttack,Warning! Drones are on their way to attack your base,,,,,,,,Внимание! Дроны отправились атаковать вашу базу,,,,,,,,
igmDroneBaseDisabled,Congratulations! You have disabled the drone base. There will be no new drone attacks,,,,,,,,Замечательно! Вы отключили базу дронов. Больше отсюда не будет никаких атак,,,,,,,,
igmEffectAlienParasiteStep1,You have been infected with an alien parasite. An anti-parasite injection will prevent it from spreading.,,,,,,,,Внутри вас поселился инопланетный паразит. Инъекция противоядия предотвратит его распространение.,,,,,,,,
igmEffectAlienParasiteStep2,The parasite has spread and is affecting your internal organs. You will die if you don't apply an anti-parasite injection.,,,,,,,,"Паразит распространяется все шире. Вы умрете, если не сделаете инъекцию противоядия.",,,,,,,,
igmEffectAlienParasiteStep3,The alien parasite has infected your brain. You are dying...,,,,,,,,Инопланетный паразит инфицировал ваш мозг. Вы умираете...,,,,,,,,
igmEffectApplyMedikitLarge,You applied a large medikit.,,,,,,,,Вы применили большую аптечку.,,,,,,,,
igmEffectApplyMedikitSmall,You applied a small medikit.,,,,,,,,Вы применили маленькую аптечку.,,,,,,,,
igmEffectCold,You are cold.,,,,,,,,Вы насквозь продрогли.,,,,,,,,
igmEffectFire,You are on fire! Put the fire out with water!,,,,,,,,Вы горите. Уйдите с лавы.,,,,,,,,
igmEffectHeatStroke,You are suffering from Heatstroke.,,,,,,,,У вас тепловой удар.,,,,,,,,
igmEffectHot,You are too hot.,,,,,,,,Вам очень жарко.,,,,,,,,
igmEffectLowFood,You are feeling very hungry. Find something to eat!,,,,,,,,Вы очень голодны. Найдите еду!,,,,,,,,
igmEffectMedicStation,Your health is recovering.,,,,,,,,Ваш уровень здоровья повышается.,,,,,,,,
igmEffectNoFood,You are starving to death.,,,,,,,,Вы умираете от голода.,,,,,,,,
igmEffectNoOxygen,You are suffocating.,,,,,,,,У вас нет кислорода для дыхания.,,,,,,,,
igmEffectOxygenStation,Your oxygen is refilling.,,,,,,,,Ваш запас кислорода пополнился.,,,,,,,,
igmEffectRadiationSick1,You are feeling the effects of light radiation sickness.,,,,,,,,Вы подверглись облучению (стадия 1),,,,,,,,
igmEffectRadiationSick2,You are feeling the effects of severe radiation sickness.,,,,,,,,Вы подверглись облучению (стадия 2),,,,,,,,
igmEffectStaminaBoost,You obtained a Stamina boost.,,,,,,,,Вы чувствуете прилив сил.,,,,,,,,
igmEffectStaminaRecover,Your Stamina recovers.,,,,,,,,Ваша выносливость восстановлена,,,,,,,,
igmEffectStimBoostDown,The Stamina boost is fading out and now you feel its side effect.,,,,,,,,Эффект стимулятора закончился и вы чувствуете себя разбитым.,,,,,,,,
igmEffectStimBoostUp,You obtained a Stamina boost.,,,,,,,,Вы чувствуете прилив сил.,,,,,,,,
igmEmergencyBreakLowFuel,Initializing emergency break due to low fuel.,,,,,,,,Низкий уровень топлива. Аварийная остановка.,,,,,,,,
igmFlyInside,An undocked vessel is colliding with your ship! \n Dock all unsecured vessels or remove them from the area to initiate start-up sequence.,,,,,,,,На вашем судне есть не пристыкованное судно. Полет невозможен,,,,,,,,
igmFlyRestriction,Flying only possible if all players leave the docked ships,,,,,,,,"Полет возможен только в том случае, когда все игроки покинули пристыкованные суда",,,,,,,,
igmForceStopGeneratorOff,Generator turned off while moving. Initializing forced stop of your ship,,,,,,,,Генератор выключен на ходу. Начата аварийная остановка вашего судна,,,,,,,,
igmFreighterCanNotBeControlled,This ship cannot be controlled due to security protocols,,,,,,,,Вы не можете управлять этим грузовым судном,,,,,,,,
igmFreighterLastWarning,Self-Destruct Sequence Initiated,,,,,,,,Осталось 5 минут до самоуничтожения грузового судна,,,,,,,,
igmFreighterSelfDestruction,Freighter self destruction sequence has been activated. Freighter will explode in 30 min,,,,,,,,Грузовое судно активировало систему самоуничтожения. Корабль взорвется через 30 мин.,,,,,,,,
igmFreighterSpotted,Freighter has been spotted that carries valuable goods,,,,,,,,Обнаружено грузовое судно с ценными товарами,,,,,,,,
igmGameSavedNoBackup,Game saved. Backup failed!,,,,,,,,Игра сохранена. Резервное копирование не удалось!,,,,,,,,
igmGameSavedWithBackup,Game saved. Backup created.,,,,,,,,Игра сохранена. Резервная копия создана.,,,,,,,,
igmEffectHealBrokenLeg,Your broken leg has healed.,,,,,,,,Ваша сломанная нога исцелена.,,,,,,,,
igmIncomingAsteroid,Meteorite Warning! \n Meteorites containing resources have been detected entering the atmosphere,,,,,,,,Замечен метеорит! Постарайтесь найти его - он может содержать какие-нибудь ресурсы!,,,,,,,,
igmNoCore,No core present!,,,,,,,,Нет ядра!,,,,,,,,
igmNoExternalOxygen,No oxygen! Ensure your helmet is sealed correctly.,,,,,,,,Нет кислорода! Надетый шлем может помочь.,,,,,,,,
igmWeaponNotShootableHere,You cannot fire this weapon on a planet,,,,,,,,Стрельба из этого оружия на планете невозможна,,,,,,,,
igmWeaponNotShootableUnderWater,You cannot fire this weapon underwater,,,,,,,,Стрельба из этого оружия под водой невозможна,,,,,,,,
ArmorHeavy,[c][F3FF3F]Heavy Armor[-][/c],,,,,,,,Тяжелая броня,,,,,,,,
ArmorHeavyEpic,[c][FFD837]Advanced Heavy Armor[-][/c],,,,,,,,Эпическая тяжелая броня,,,,,,,,
ArmorLight,[c][37D2FF]Light Armor[-][/c],,,,,,,,Легкая броня,,,,,,,,
ArmorLightEpic,[c][00F7FF]Improved Light Armor[-][/c],,,,,,,,Эпическая легкая броня,,,,,,,,
ArmorMedium,[c][15FF58]Medium Armor[-][/c],,,,,,,,Средняя броня,,,,,,,,
ArmorMediumEpic,[c][27FF00]Reinforced Medium Armor[-][/c],,,,,,,,Эпическая средняя броня,,,,,,,,
EVABoost,EVA Booster,,,,,,,,Усилитель - Космос (EVA),,,,,,,,
EVABoostEpic,[c][CC00DC]Advanced EVA Booster[-][/c],,,,,,,,Эпический усилитель - Космос (EVA),,,,,,,,
InsulationBoost,Insulation Booster,,,,,,,,Усилитель - Герметичность,,,,,,,,
InsulationBoostEpic,[c][CC00DC]Advanced Insulation Booster[-][/c],,,,,,,,Эпический усилитель - Герметичность,,,,,,,,
JetpackBoost,Jetpack Booster,,,,,,,,Усилитель - Джетпак,,,,,,,,
JetpackBoostEpic,[c][CC00DC]Advanced Jetpack Booster[-][/c],,,,,,,,Эпический усилитель - Джетпак,,,,,,,,
MobilityBoost,Mobility Booster,,,,,,,,Усилитель - Мобильность,,,,,,,,
MobilityBoostEpic,[c][CC00DC]Advanced Mobility Booster[-][/c],,,,,,,,Эпический усилитель - Мобильность,,,,,,,,
MultiBoost,Multibooster,,,,,,,,Усилитель - Общий,,,,,,,,
MultiBoostEpic,[c][CC00DC]Advanced Multibooster[-][/c],,,,,,,,Эпический усилитель - Общий,,,,,,,,
OxygenBoost,Oxygen Tank Booster,,,,,,,,Усилитель - Кислород,,,,,,,,
OxygenBoostEpic,[c][CC00DC]Large Oxygen Tank Booster[-][/c],,,,,,,,Эпический усилитель - Кислород,,,,,,,,
